canonical_pal_title;original_title;region_status;platform_status;duplicate_of;source_blocks;released;cover_art_url;genre;graphics_pal;music_pal;gameplay_pal;total_pal;notes_pal_ntsc_j;name_variants;score_reasoning;description_es;review_status;;
Treasure Hunter G;Treasure Hunter G;;snes;;;1996-05-24;;Role-Playing - Japanese RPG;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se excluye del catí¬¬logo PAL principal; puede incorporarse como excepción NTSC/J si se desea.;Treasure Hunter G;No se asigna puntuacií¬¬n PAL porque no existií¬¬ una edicií¬¬n oficial PAL de Super Nintendo.;No debe incluirse en el catí¬¬logo PAL definitivo.;;
Super Robot Wars;Super Robot Wars;;snes;;;1996-03-22;;Role-Playing - Tactical RPG;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se excluye del catí¬¬logo PAL principal; puede incorporarse como excepción NTSC/J si se desea.;Super Robot Wars;No se asigna puntuacií¬¬n PAL porque no existií¬¬ una edicií¬¬n oficial PAL de Super Nintendo.;No debe incluirse en el catí¬¬logo PAL definitivo.;;
Fire Emblem: Monsho no Nazo;Fire Emblem: Monsho no Nazo;;snes;;;1994-05-21;;Role-Playing - Tactical RPG;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se excluye del catí¬¬logo PAL principal; puede incorporarse como excepción NTSC/J si se desea.;Fire Emblem: Monsho no Nazo;No se asigna puntuacií¬¬n PAL porque no existií¬¬ una edicií¬¬n oficial PAL de Super Nintendo.;No debe incluirse en el catí¬¬logo PAL definitivo.;;
Fire Emblem: Seisen no Keifu;Fire Emblem: Seisen no Keifu;;snes;;;1996-05-14;;Role-Playing - Tactical RPG;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se excluye del catí¬¬logo PAL principal; puede incorporarse como excepción NTSC/J si se desea.;Fire Emblem: Seisen no Keifu;No se asigna puntuacií¬¬n PAL porque no existií¬¬ una edicií¬¬n oficial PAL de Super Nintendo.;No debe incluirse en el catí¬¬logo PAL definitivo.;;
Fire Emblem: Thracia 776;Fire Emblem: Thracia 776;;snes;;;1999-09-01;;Role-Playing - Tactical RPG;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se excluye del catí¬¬logo PAL principal; puede incorporarse como excepción NTSC/J si se desea.;Fire Emblem: Thracia 776;No se asigna puntuacií¬¬n PAL porque no existií¬¬ una edicií¬¬n oficial PAL de Super Nintendo.;No debe incluirse en el catí¬¬logo PAL definitivo.;;
SimCity;SimCity;;snes;;;1992-09-24;;Simulation - City Building;8;8;9;8;Ediciones PAL distribuidas por Nintendo a 50 Hz. Mantiene construccií¬¬n de ciudades, desastres y objetivos.;SimCity;Grí¬¬ficos: vista isomí¬¬trica clara, iconos reconocibles y presentacií¬¬n cuidada. Mí¬¬sica: acompaí¬¬amiento discreto y funcional. Jugabilidad: gestií¬¬n urbana, desastres y escenarios; control de cursor algo lento con mando. Motivo global: simulacií¬¬n de ciudades sí¬¬lida y adictiva.;SimCity es un juego de simulacií¬¬n urbana de Maxis. El jugador construye y gestiona una ciudad, zonea terrenos, gestiona presupuestos y afronta desastres naturales.;;
SimCity 2000;SimCity 2000;;snes;;;1996-12-19;;Simulation - City Building;8;8;8;8;Ediciones PAL distribuidas por Nintendo a 50 Hz. Aade niveles, tramo aereos y más opciones respecto al original.;SimCity 2000;Grí¬¬ficos: vista isomí¬¬trica mejorada, edificios detallados y efectos de luz. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: más opciones, niveles y tramo aereos; control de cursor algo lento con mando. Motivo global: secuela competente que amplí¬¬a la fí¬¬rmula original.;SimCity 2000 es un juego de simulacií¬¬n urbana de Maxis. Amplí¬¬a el original con más opciones, niveles, tramo aereos y gestií¬¬n urbana avanzada.;;
Pilotwings;Pilotwings;;snes;;;1992-09-24;;Simulation - Flight;8;8;8;8;Ediciones PAL distribuidas por Nintendo a 50 Hz. Mantiene misiones de vuelo, aviones y control accesible.;Pilotwings;Grí¬¬ficos: vistas aereas claras, aviones reconocibles y efectos de vuelo. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: misiones de vuelo, aviones y control accesible; dificultad moderada. Motivo global: simulacií¬¬n de vuelo arcade sí¬¬lida y entretenida.;Pilotwings es un juego de simulacií¬¬n de vuelo de Nintendo. El jugador pilota aviones, completa misiones y supera pruebas de vuelo con control accesible.;;
FIFA International Soccer;FIFA International Soccer;;snes;;;1994-06-17;;Sports - Team - Soccer;8;8;9;8;Ediciones PAL distribuidas por EA a 50 Hz. Introduce vista isomí¬¬trica y modo internacional.;FIFA International Soccer;Grí¬¬ficos: vista isomí¬¬trica novedosa, jugadores reconocibles y campos claros. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: partidos rí¬¬pidos, modo internacional y control accesible. Motivo global: inicio sí¬¬lido de la saga FIFA en consolas.;FIFA International Soccer es un juego de fí¬¬tbol de EA Sports. Introduce vista isomí¬¬trica, modo internacional y partidos rí¬¬pidos con control accesible.;;;
FIFA Soccer 96;FIFA Soccer 96;;snes;;;1995-11-24;;Sports - Team - Soccer;8;8;9;8;Ediciones PAL distribuidas por EA a 50 Hz. Aade efectos, animaciones y opciones respecto al original.;FIFA 96;Grí¬¬ficos: animaciones mejoradas, efectos de partido y campos detallados. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: partidos rí¬¬pidos, más opciones y control accesible. Motivo global: evolucií¬¬n competente de la saga FIFA.;FIFA Soccer 96 es un juego de fí¬¬tbol de EA Sports. Amplí¬¬a el original con más animaciones, efectos y opciones de partido.;;;
FIFA 97;FIFA 97;;snes;;;1996-11-22;;Sports - Team - Soccer;8;8;9;8;Ediciones PAL distribuidas por EA a 50 Hz. Aade modo indoor, animaciones y opciones.;FIFA 97;Grí¬¬ficos: animaciones mejoradas, efectos de partido y campos detallados. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: modo indoor, más opciones y control accesible. Motivo global: secuela competente de la saga FIFA.;FIFA 97 es un juego de fí¬¬tbol de EA Sports. Introduce modo indoor, más animaciones y opciones de partido.;;;
FIFA: Road to World Cup 98;FIFA: Road to World Cup 98;;snes;;;1997-11-28;;Sports - Team - Soccer;8;8;9;8;Ediciones PAL distribuidas por EA a 50 Hz. Aade clasificatorias, animaciones y opciones.;FIFA 98;Grí¬¬ficos: animaciones mejoradas, efectos de partido y campos detallados. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: clasificatorias, más opciones y control accesible. Motivo global: cierre competente de la saga FIFA en 16 bits.;FIFA: Road to World Cup 98 es un juego de fí¬¬tbol de EA Sports. Introduce clasificatorias, más animaciones y opciones de partido.;;;
International Superstar Soccer;International Superstar Soccer;;snes;;;1994-11-24;;Sports - Team - Soccer;8;8;9;8;Ediciones PAL distribuidas por Konami a 50 Hz. Mantiene accií¬¬n rí¬¬pida y vistas laterales.;ISS;Grí¬¬ficos: vistas laterales claras, jugadores reconocibles y campos detallados. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: partidos rí¬¬pidos, control accesible y dificultad moderada. Motivo global: alternativa sí¬¬lida a FIFA en 16 bits.;International Superstar Soccer es un juego de fí¬¬tbol de Konami. Ofrece vistas laterales, partidos rí¬¬pidos y control accesible.;;;
International Superstar Soccer Deluxe;International Superstar Soccer Deluxe;;snes;;;1995-11-24;;Sports - Team - Soccer;8;8;9;8;Ediciones PAL distribuidas por Konami a 50 Hz. Aade equipos, animaciones y opciones.;ISS Deluxe;Grí¬¬ficos: animaciones mejoradas, efectos de partido y campos detallados. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: más equipos, opciones y control accesible. Motivo global: evolucií¬¬n competente de ISS.;International Superstar Soccer Deluxe es un juego de fí¬¬tbol de Konami. Amplí¬¬a el original con más equipos, animaciones y opciones de partido.;;;
International Superstar Soccer Pro;International Superstar Soccer Pro;;snes;;;1997-11-28;;Sports - Team - Soccer;8;8;9;8;Ediciones PAL distribuidas por Konami a 50 Hz. Aade animaciones, opciones y dificultad.;ISS Pro;Grí¬¬ficos: animaciones mejoradas, efectos de partido y campos detallados. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: más opciones, dificultad y control accesible. Motivo global: cierre competente de ISS en 16 bits.;International Superstar Soccer Pro es un juego de fí¬¬tbol de Konami. Introduce más animaciones, opciones y dificultad en partidos rí¬¬pidos.;;;
Mario Paint;Mario Paint;;snes;;;1992-09-24;;Creative - Art;8;8;9;8;Ediciones PAL distribuidas por Nintendo a 50 Hz. Mantiene creacií¬¬n de dibujos, mí ¬ ¬sica y animaciones.;Mario Paint;Grí¬¬ficos: interfaz clara, personajes reconocibles y herramientas variadas. Mí¬¬sica: creacií¬¬n musical integrada. Jugabilidad: dibujo, mí ¬ ¬sica y animaciones; control con ratí¬¬n óptimo. Motivo global: herramienta creativa original y divertida.;Mario Paint es un juego creativo de Nintendo. Permite dibujar, crear mí ¬ ¬sica y animaciones con herramientas sencillas y personajes de Mario.;;
Mario is Missing!;Mario is Missing!;;snes;;;1993-06-24;;Educational - Adventure;7;7;8;7;Ediciones PAL distribuidas por Nintendo a 50 Hz. Mantiene exploracií¬¬n, puzles y educacií¬¬n.;Mario is Missing!;Grí¬¬ficos: interfaz clara, personajes reconocibles y escenarios variados. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: exploracií¬¬n, puzles y educacií¬¬n; control correcto. Motivo global: aventura educativa competente.;Mario is Missing! es un juego educativo de Nintendo. Mario explora ciudades, resuelve puzles y aprende datos geogrficos y culturales.;;
Mario's Time Machine;Mario's Time Machine;;snes;;;1994-06-24;;Educational - Adventure;7;7;8;7;Ediciones PAL distribuidas por Nintendo a 50 Hz. Mantiene viajes temporales, puzles y educacií¬¬n.;Mario's Time Machine;Grí¬¬ficos: interfaz clara, personajes reconocibles y escenarios histí¬¬ricos. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: viajes temporales, puzles y educacií¬¬n; control correcto. Motivo global: aventura educativa competente.;Mario's Time Machine es un juego educativo de Nintendo. Mario viaja en el tiempo, resuelve puzles y aprende datos histí¬¬ricos y culturales.;;
Unirally;Unirally;;snes;;;1995-03-30;;Racing - Arcade - Automobile;8;8;8;8;Ediciones PAL distribuidas por Nintendo a 50 Hz. Mantiene conduccií¬¬n en pista í ¬ ¬nica, saltos y control preciso.;Uniracers;Grí¬¬ficos: pistas claras, coches coloridos y efectos de velocidad. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: conduccií¬¬n en pista í ¬ ¬nica, saltos y control preciso; dificultad moderada. Motivo global: carreras originales y entretenidas.;Unirally es un juego de carreras de Pixar. Los pilotos compiten en una í ¬ ¬nica pista con saltos, atajos y control preciso.;;
Super Scope 6;Super Scope 6;;snes;;;1992-09-24;;Action - Shooter - Light Gun;8;8;8;8;Ediciones PAL distribuidas por Nintendo a 50 Hz. Incluye seis minijuegos de disparos con Super Scope.;Super Scope 6;Grí¬¬ficos: objetivos claros, efectos de disparo y presentacií¬¬n cuidada. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: seis minijuegos de disparos; control con Super Scope í ¬ ¬ptimo. Motivo global: recopilatorio de disparos divertido con el perifí¬¬rico.;Super Scope 6 es un recopilatorio de minijuegos de disparos de Nintendo. Incluye seis juegos que usan el perifí¬¬rico Super Scope para disparar a objetivos.;;
X-Zone;X-Zone;;snes;;;1993-11-25;;Action - Shooter - Light Gun;7;7;7;7;Ediciones PAL distribuidas por Absolute a 50 Hz. Mantiene disparos con Super Scope y objetivos.;X-Zone;Grí¬¬ficos: objetivos claros, efectos de disparo y presentacií¬¬n cuidada. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: disparos con Super Scope; control con perifí¬¬rico í ¬ ¬ptimo. Motivo global: shooter de disparos competente.;X-Zone es un shooter de disparos de Absolute. Los jugadores usan el Super Scope para disparar a objetivos en distintos escenarios.;;
Whirlo;Whirlo;;snes;;;1993-11-25;;Action - Platformer - 2D;7;7;8;7;Ediciones PAL distribuidas por Namco a 50 Hz. Mantiene plataformas, giro y control accesible.;Whirlo;Grí¬¬ficos: sprites coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: plataformas, giro y control accesible; dificultad moderada. Motivo global: plataformas original y entretenido.;Whirlo es un plataformas de Namco. El protagonista gira, salta y supera niveles con control accesible.;;
Wrecking Crew '98;Wrecking Crew '98;;snes;;;1998-06-26;;Puzzle - Action;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se excluye del catí¬¬logo PAL principal; puede incorporarse como excepción NTSC/J si se desea.;Wrecking Crew '98;No se asigna puntuacií¬¬n PAL porque no existií¬¬ una edicií¬¬n oficial PAL de Super Nintendo.;No debe incluirse en el catí¬¬logo PAL definitivo.;;
Doom;Doom;;snes;;;1996-03-28;;Action - Shooter - First-Person;8;8;8;8;Ediciones PAL distribuidas por Activision a 50 Hz. Mantiene accií¬¬n en primera persona, niveles y multijugador, con recortes respecto a PC.;Doom;Grí¬¬ficos: conversií¬¬n poligonal aceptable, fondos oscuros y efectos de disparo. Mí¬¬sica: acompaí¬¬amiento tenso y adecuado. Jugabilidad: accií¬¬n rí¬¬pida, armas y niveles; control algo tosco pero divertido. Motivo global: shooter en primera persona competente para la poca.;Doom es un shooter en primera persona de id Software. El jugador combate demonios en Marte y el infierno, usa armas y supera niveles con dificultad elevada.;;
Doom II;Doom II;;snes;;;1996-12-19;;Action - Shooter - First-Person;8;8;8;8;Ediciones PAL distribuidas por Activision a 50 Hz. Amplí¬¬a el original con más niveles, armas y enemigos.;Doom II;Grí¬¬ficos: conversií¬¬n poligonal aceptable, fondos oscuros y efectos de disparo. Mí¬¬sica: acompaí¬¬amiento tenso y adecuado. Jugabilidad: más niveles, armas y enemigos; control algo tosco pero divertido. Motivo global: secuela competente del shooter original.;Doom II es un shooter en primera persona de id Software. Amplí¬¬a el original con más niveles, armas y enemigos en una invasií¬¬n demoní¬¬aca en la Tierra.;;
Wolfenstein 3D;Wolfenstein 3D;;snes;;;1994-06-24;;Action - Shooter - First-Person;8;8;8;8;Ediciones PAL distribuidas por Activision a 50 Hz. Mantiene accií¬¬n en primera persona, niveles y secretos.;Wolfenstein 3D;Grí¬¬ficos: conversií¬¬n poligonal aceptable, fondos oscuros y efectos de disparo. Mí¬¬sica: acompaí¬¬amiento tenso y adecuado. Jugabilidad: accií¬¬n rí¬¬pida, armas y niveles; control algo tosco pero divertido. Motivo global: shooter en primera persona competente para la poca.;Wolfenstein 3D es un shooter en primera persona de id Software. El jugador combate nazis en castillos, usa armas y supera niveles con dificultad elevada.;;
Alien 3;Alien 3;;snes;;;1993-11-25;;Action - Shooter - First-Person;7;7;7;7;Ediciones PAL distribuidas por Activision a 50 Hz. Mantiene accií¬¬n en primera persona y ambientacií¬¬n de la pelí¬¬cula.;Alien 3;Grí¬¬ficos: conversií¬¬n poligonal aceptable, fondos oscuros y efectos de disparo. Mí¬¬sica: acompaí¬¬amiento tenso y adecuado. Jugabilidad: accií¬¬n rí¬¬pida, armas y niveles; control algo tosco pero divertido. Motivo global: shooter en primera persona competente para la poca.;Alien 3 es un shooter en primera persona basado en la pelí¬¬cula. El jugador combate aliení¬¬genas en una prisión espacial, usa armas y supera niveles con dificultad elevada.;;
Mortal Kombat;Mortal Kombat;;snes;;;1993-10-28;;Fighting - 2D - One-on-One;8;8;9;8;Ediciones PAL distribuidas por Acclaim a 50 Hz. Mantiene luchadores, especiales y fatalities, con sangre censurada en algunas versiones.;Mortal Kombat;Grí¬¬ficos: sprites digitalizados, fondos oscuros y animacií¬¬n correcta. Mí¬¬sica: acompaí¬¬amiento tenso y adecuado. Jugabilidad: luchadores, especiales y fatalities; control algo rí¬¬gido pero divertido. Motivo global: inicio sí ¬ ¬lido de la saga de lucha.;Mortal Kombat es un juego de lucha de Midway. Los luchadores combaten en torneos, usan especiales y fatalities en combates oscuros y violentos.;;
Mortal Kombat II;Mortal Kombat II;;snes;;;1994-09-09;;Fighting - 2D - One-on-One;9;9;10;9;Ediciones PAL distribuidas por Acclaim a 50 Hz. Aade luchadores, especiales y fatalities respecto al original.;Mortal Kombat II;Grí¬¬ficos: sprites digitalizados mejorados, fondos oscuros y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento tenso y reconocible. Jugabilidad: más luchadores, especiales y fatalities; control algo rí¬¬gido pero divertido. Motivo global: evolucií¬¬n importante de la saga de lucha.;Mortal Kombat II es un juego de lucha de Midway. Amplí¬¬a el original con más luchadores, especiales y fatalities en combates oscuros y violentos.;;
Mortal Kombat 3;Mortal Kombat 3;;snes;;;1995-11-30;;Fighting - 2D - One-on-One;8;8;9;8;Ediciones PAL distribuidas por Acclaim a 50 Hz. Aade combos, animales y fatalities, aunque pierde algunos luchadores clásicos.;Mortal Kombat 3;Grí¬¬ficos: sprites digitalizados mejorados, fondos oscuros y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento tenso y reconocible. Jugabilidad: combos, animales y fatalities; control algo rí¬¬gido pero divertido. Motivo global: secuela competente de la saga de lucha.;Mortal Kombat 3 es un juego de lucha de Midway. Introduce combos, animales y fatalities, aunque pierde algunos luchadores clásicos en combates oscuros y violentos.;;
